title,firstname,lastname,party,state,district,gender,phone,website,webform,drive_id,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,birthdate,oc_email
Rep,Michael,Capuano,D,MA,7,M,202-225-5111,http://www.house.gov/capuano,http://www.house.gov/capuano/contact/email.shtml,0B9oZ9Poh4Y5NWld1OHhBVFh3WGs,C001037,18883,H8MA08071,400063,N00000267,,http://www.opencongress.org/wiki/Michael_Capuano,http://youtube.com/RepMikeCapuano,1/9/1952,Rep.Www@opencongress.org
Rep,Joseph,Crowley,D,NY,14,M,202-225-3965,http://crowley.house.gov,https://crowley.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NTV9LMDN2c2swYkE,C001038,4295,H8NY07046,400087,N00001127,RepJoeCrowley,http://www.opencongress.org/wiki/Joseph_Crowley,http://youtube.com/RepJoeCrowley,3/16/1962,Rep.Crowley@opencongress.org
Rep,Ander,Crenshaw,R,FL,4,M,202-225-2501,http://crenshaw.house.gov,https://forms.house.gov/write/crenshaw/email-me.shtml,0B9oZ9Poh4Y5NaXd6cHB4dk1SVU0,C001045,31130,H0FL04066,400086,N00012739,AnderCrenshaw,http://www.opencongress.org/wiki/Ander_Crenshaw,http://youtube.com/RepAnderCrenshaw,9/1/1944,Rep.Crenshaw@opencongress.org
Rep,Shelley,Capito,R,WV,2,F,202-225-2711,http://capito.house.gov,https://capitoforms.house.gov/email-shelley/,0B9oZ9Poh4Y5NNFhad2ZvTXFEM1U,C001047,11701,H0WV02138,400061,N00009771,RepShelley,http://www.opencongress.org/wiki/Shelley_Moore_Capito,http://youtube.com/RepShelleyCapito,11/26/1953,Rep.Capito@opencongress.org
Rep,John,Culberson,R,TX,7,M,202-225-2571,http://culberson.house.gov,https://culbersonforms.house.gov/forms/writeyourrep/default.aspx,0B9oZ9Poh4Y5NUTM0MUN0ZUdsQnc,C001048,5488,H0TX07055,400089,N00009738,CongCulberson,http://www.opencongress.org/wiki/John_Culberson,http://youtube.com/johnculbersontx07,8/24/1956,Rep.Culberson@opencongress.org
Rep,Wm.,Clay,D,MO,1,M,202-225-2406,http://lacyclay.house.gov,http://lacyclay.house.gov/contact-form/,0B9oZ9Poh4Y5NWXdhd0FGcE00RTg,C001049,8967,H0MO01066,400074,N00012460,,http://www.opencongress.org/wiki/William_Lacy_Clay,http://youtube.com/WilliamLacyClay,7/27/1956,Rep.Lacyclay@opencongress.org
Rep,John,Carter,R,TX,31,M,202-225-3864,http://carter.house.gov,https://carter.house.gov/email-john2,0B9oZ9Poh4Y5NQnZoR0xqT1oyRjA,C001051,49296,H2TX31044,400068,N00025095,JudgeCarter,http://www.opencongress.org/wiki/John_Carter,http://youtube.com/repjohncarter,11/6/1941,Rep.Carter@opencongress.org
Rep,Tom,Cole,R,OK,4,M,202-225-6165,http://cole.house.gov,https://coleforms.house.gov/contact/default.aspx,0B9oZ9Poh4Y5NSG1GcWhMS2t3cEE,C001053,46034,H2OK04055,400077,N00025726,TomColeOK04,http://www.opencongress.org/wiki/Tom_Cole,http://youtube.com/reptomcole,4/28/1949,Rep.Cole@opencongress.org
Sen,John,Cornyn,R,TX,Senior Seat,M,202-224-2934,http://www.cornyn.senate.gov,http://www.cornyn.senate.gov/public/index.cfm?p=ContactForm,0B9oZ9Poh4Y5NNFZBZV9COGZJMUE,C001056,15375,S2TX00106,300027,N00024852,JohnCornyn,http://www.opencongress.org/wiki/John_Cornyn,http://youtube.com/senjohncornyn,2/2/1952,Sen.Cornyn@opencongress.org
Rep,Jim,Costa,D,CA,16,M,202-225-3341,http://costa.house.gov,http://www.house.gov/formcosta/issue.htm,0B9oZ9Poh4Y5NOHF4OXZtRE5td3c,C001059,3577,H4CA20082,400618,N00026341,RepJimCosta,http://www.opencongress.org/wiki/Jim_Costa,http://youtube.com/RepJimCostaCA20,4/13/1952,Rep.Costa@opencongress.org
Rep,Emanuel,Cleaver,D,MO,5,M,202-225-4535,http://cleaver.house.gov,https://cleaver.house.gov/contact/email-me,0B9oZ9Poh4Y5NVnVyMEI3ZXVMeVk,C001061,39507,H4MO05234,400639,N00026790,RepCleaver,http://www.opencongress.org/wiki/Emanuel_Cleaver,http://youtube.com/repcleaver,10/26/1944,Rep.Cleaver@opencongress.org
Rep,K.,Conaway,R,TX,11,M,202-225-3605,http://conaway.house.gov,https://conaway.house.gov/forms/writeyourrep/default.aspx,0B9oZ9Poh4Y5NMUVFZVF2Mm0xaVE,C001062,49935,H4TX19136,400655,N00026041,ConawayTX11,http://www.opencongress.org/wiki/K._Michael_Conaway,http://youtube.com/mikeconaway11,6/11/1948,Rep.Conaway@opencongress.org
Rep,Henry,Cuellar,D,TX,28,M,202-225-1640,http://cuellar.house.gov,https://cuellar.house.gov/forms/writeyourrep/default.aspx,0B9oZ9Poh4Y5NQmpZN2p3c0p6Wkk,C001063,5486,H2TX23082,400657,N00024978,RepCuellar,http://www.opencongress.org/wiki/Henry_Cuellar,http://youtube.com/henrycuellar,9/19/1955,Rep.Cuellar@opencongress.org
Rep,John,Campbell,R,CA,45,M,202-225-5611,http://www.campbell.house.gov,https://campbell.house.gov/email-me,0B9oZ9Poh4Y5NMGZ4UVpuVjZnRmc,C001064,29368,H6CA48039,412011,N00027565,RepJohnCampbell,http://www.opencongress.org/wiki/John_B.T._Campbell,http://youtube.com/RepJohnCampbellCA48,7/19/1955,Rep.Campbell@opencongress.org
Rep,Kathy,Castor,D,FL,14,F,202-225-3376,http://castor.house.gov,https://castor.house.gov/contact/contactform.htm,0B9oZ9Poh4Y5NZWVxY3ZoODl0ZGs,C001066,53825,H6FL11126,412195,N00027514,USRepKCastor,http://www.opencongress.org/wiki/Kathy_Castor,http://youtube.com/RepKathyCastor,8/20/1966,Rep.Castor@opencongress.org
Rep,Yvette,Clarke,D,NY,9,F,202-225-6231,http://clarke.house.gov,https://clarke.house.gov/contact/email-me,0B9oZ9Poh4Y5Nd0RSYy1fRUZZMG8,C001067,44741,H4NY11138,412221,N00026961,YvetteClarke,http://www.opencongress.org/wiki/Yvette_Clarke,http://youtube.com/repyvetteclarke,11/21/1964,Rep.Clarke@opencongress.org
Rep,Steve,Cohen,D,TN,9,M,202-225-3265,http://cohen.house.gov,https://cohen.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NM2hTN1NMQUt2MFU,C001068,24340,H6TN09068,412236,N00003225,RepCohen,http://www.opencongress.org/wiki/Steve_Cohen,http://youtube.com/repcohen,5/24/1949,Rep.Cohen@opencongress.org
Rep,Joe,Courtney,D,CT,2,M,202-225-2076,http://courtney.house.gov,https://courtney.house.gov/email-joe1,0B9oZ9Poh4Y5Nb0xzLXpDQjF3bVU,C001069,30333,H2CT02112,412193,N00024842,RepJoeCourtney,http://www.opencongress.org/wiki/Joseph_Courtney,http://youtube.com/repcourtney,4/6/1953,Rep.Courtney@opencongress.org
Sen,Robert,Casey,D,PA,Senior Seat,M,202-224-6324,http://www.casey.senate.gov,http://www.casey.senate.gov/contact/,0B9oZ9Poh4Y5NVl81dWZwMDBmQlk,C001070,2541,S6PA00217,412246,N00027503,SenBobCasey,http://www.opencongress.org/wiki/Robert_Casey,http://youtube.com/SenatorBobCasey,4/13/1960,Sen.Casey@opencongress.org
Sen,Bob,Corker,R,TN,Junior Seat,M,202-224-3344,http://www.corker.senate.gov,http://www.corker.senate.gov/public/index.cfm?p=ContactMe,0B9oZ9Poh4Y5NQVlDdVNOYkgzVFk,C001071,65905,S6TN00216,412248,N00027441,SenBobCorker,http://www.opencongress.org/wiki/Bob_Corker,http://youtube.com/senatorcorker,8/24/1952,Sen.Corker@opencongress.org
Rep,André,Carson,D,IN,7,M,202-225-4011,http://carson.house.gov,https://carson.house.gov/contact/email-me,0B9oZ9Poh4Y5NbVBzYVpwdkhRSEk,C001072,84917,H8IN07184,412258,N00029513,RepAndreCarson,http://www.opencongress.org/wiki/Andre_Carson,http://youtube.com/repandrecarson,10/16/1974,Rep.Carson@opencongress.org
Rep,Bill,Cassidy,R,LA,6,M,202-225-3901,http://cassidy.house.gov,https://cassidy.house.gov/contact/email-me,0B9oZ9Poh4Y5NcGg5b3hRMEJNNkk,C001075,69494,H8LA00017,412269,N00030245,,http://www.opencongress.org/wiki/William_Cassidy,http://youtube.com/RepBillCassidy,9/28/1957,Rep.Cassidy@opencongress.org
Rep,Jason,Chaffetz,R,UT,3,M,202-225-7751,http://chaffetz.house.gov,https://chaffetz.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NNkJlbHhEa0JvTUk,C001076,103482,H8UT03089,412270,N00028958,JasonInTheHouse,http://www.opencongress.org/wiki/Jason_Chaffetz,http://youtube.com/JasonChaffetz,3/26/1967,Rep.Chaffetz@opencongress.org
Rep,Mike,Coffman,R,CO,6,M,202-225-7882,http://coffman.house.gov,https://coffman.house.gov/contact/email-me,0B9oZ9Poh4Y5NSFQzVnBwLTJaVWM,C001077,1535,H8CO06138,412271,N00024753,RepMikeCoffman,http://www.opencongress.org/wiki/Mike_Coffman,http://youtube.com/CongressmanCoffman,3/19/1955,Rep.Coffman@opencongress.org
Rep,Gerald,Connolly,D,VA,11,M,202-225-1492,http://connolly.house.gov,https://forms.house.gov/connolly/contact-form.shtml,0B9oZ9Poh4Y5NUkJiTF9uRGVaWW8,C001078,95078,H8VA11062,412272,N00029891,GerryConnolly,http://www.opencongress.org/wiki/Gerald_Connolly,http://youtube.com/repconnolly,3/30/1950,Rep.Connolly@opencongress.org
Rep,Judy,Chu,D,CA,27,F,202-225-5464,http://chu.house.gov,http://chu.house.gov/connect-with-me/email-judy,0B9oZ9Poh4Y5NY3NYeG02SjFKNk0,C001080,16539,H0CA32101,412379,N00030600,RepJudyChu,http://www.opencongress.org/wiki/Judy_Chu,http://youtube.com/RepJudyChu,7/7/1953,Rep.Chu@opencongress.org
Rep,John,Carney,D,DE,0,M,202-225-4165,http://johncarney.house.gov,https://forms.house.gov/carney/webforms/email-me.shtml,0B9oZ9Poh4Y5NcEJyT3dhS1lDNlk,C001083,53658,H0DE01017,412407,N00030736,JohnCarneyde,http://www.opencongress.org/wiki/John_Carney,http://youtube.com/RepJohnCarney,5/20/1956,Rep.Johncarney@opencongress.org
Rep,David,Cicilline,D,RI,1,M,202-225-4911,http://cicilline.house.gov,https://cicilline.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NdUdkeHMwbjFDUHM,C001084,7349,H0RI01073,412470,N00032019,RepCicilline,http://www.opencongress.org/wiki/David_Cicilline,http://youtube.com/RepDavidCicilline,7/15/1961,Rep.Cicilline@opencongress.org
Rep,Eric,Crawford,R,AR,1,M,202-225-4076,http://crawford.house.gov,http://crawford.house.gov/contact/,0B9oZ9Poh4Y5NUXEyc0x3U3dtdEk,C001087,119208,H0AR01083,412400,N00030770,RepRickCrawford,http://www.opencongress.org/wiki/Rick_Crawford,http://youtube.com/RepRickCrawford,1/22/1966,Rep.Crawford@opencongress.org
Sen,Chris,Coons,D,DE,Junior Seat,M,202-224-5042,http://www.coons.senate.gov,http://www.coons.senate.gov/contact/,0B9oZ9Poh4Y5Nd3h2U29OSm1ia1U,C001088,122834,S0DE00092,412390,N00031820,SenCoonsOffice,http://www.opencongress.org/wiki/Chris_Coons,http://youtube.com/senatorchriscoons,9/9/1963,Sen.Coons@opencongress.org
Rep,Matthew,Cartwright,D,PA,17,M,202-225-5546,http://cartwright.house.gov,https://cartwrightforms.house.gov/forms/writeyourrep/,0B9oZ9Poh4Y5NMnNIdEVhdG5mQ3c,C001090,136236,H2PA17079,412571,N00034128,RepCartwright,,,5/1/1961,Rep.Cartwright@opencongress.org
Rep,Joaquin,Castro,D,TX,20,M,202-225-3236,http://castro.house.gov,https://castro.house.gov/contact/email-me,0B9oZ9Poh4Y5NUENIY25Hak13a2c,C001091,49227,H2TX35011,412576,N00033316,JoaquinCastrotx,,http://youtube.com/JoaquinCastroTX,9/16/1974,Rep.Castro@opencongress.org
Rep,Chris,Collins,R,NY,27,M,202-225-5265,http://chriscollins.house.gov,https://chriscollins.house.gov/contact/email-me,0B9oZ9Poh4Y5NRjdzSkVGOFVpT00,C001092,139770,H8NY29032,412563,N00001285,RepChrisCollins,,http://youtube.com/RepChrisCollins,5/20/1950,Rep.Chriscollins@opencongress.org
Rep,Doug,Collins,R,GA,9,M,202-225-9893,http://dougcollins.house.gov,https://dougcollins.house.gov/email-me,0B9oZ9Poh4Y5NUUZtNHluSlV3Z1U,C001093,67851,H2GA09150,412531,N00033518,RepDougCollins,,http://youtube.com/repdougcollins,8/16/1966,Rep.Dougcollins@opencongress.org
Rep,Paul,Cook,R,CA,8,M,202-225-5861,http://cook.house.gov,https://cook.house.gov/contact/email-me,0B9oZ9Poh4Y5NZWZqa2pwSGFjUnM,C001094,58121,H2CA08164,412513,N00034224,RepPaulCook,,http://youtube.com/RepPaulCook,3/3/1943,Rep.Cook@opencongress.org
Rep,Tom,Cotton,R,AR,4,M,202-225-3772,http://cotton.house.gov,https://cotton.house.gov/contact/email-me,0B9oZ9Poh4Y5NdHlFQ3VLaXpSVlE,C001095,135651,H2AR04083,412508,N00033363,RepTomCotton,,http://youtube.com/RepTomCotton,5/13/1977,Rep.Cotton@opencongress.org
Rep,Kevin,Cramer,R,ND,0,M,202-225-2611,http://cramer.house.gov,https://cramer.house.gov/contact/email-me,0B9oZ9Poh4Y5NY0JJTVVjS1VHTVU,C001096,444,H0ND01026,412555,N00004614,RepKevinCramer,,http://youtube.com/kevincramer,1/21/1961,Rep.Cramer@opencongress.org
Rep,Tony,Cárdenas,D,CA,29,M,202-225-6131,http://cardenas.house.gov,https://cardenas.house.gov/contact/email-me,0B9oZ9Poh4Y5NWkNGX3BPTkw0akU,C001097,9754,H2CA28113,412517,N00033373,RepCardenas,,http://youtube.com/repcardenas,3/31/1963,Rep.Cardenas@opencongress.org
Sen,Ted,Cruz,R,TX,Junior Seat,M,202-224-5922,http://www.cruz.senate.gov,http://www.cruz.senate.gov/?p=email_senator,0B9oZ9Poh4Y5NS3k0M25MNjZ0aVk,C001098,135705,S2TX00312,412573,N00033085,SenTedCruz,,http://youtube.com/sentedcruz,12/22/1970,Sen.Cruz@opencongress.org
Rep,Katherine,Clark,D,MA,5,F,202-225-2836,http://katherineclark.house.gov,https://katherineclark.house.gov/index.cfm/email-me,0B9oZ9Poh4Y5NZjViYm82SWxaVTQ,C001101,35858,H4MA05084,412600,N00035278,RepKClark,,,7/17/1963,Rep.Katherineclark@opencongress.org
Rep,Curtis,Clawson,R,FL,19,M,,,,0B9oZ9Poh4Y5NYUI4WkpnZWc3WnM,C001102,148899,H4FL19074,412604,N00035854,,,,9/28/1959,
Rep,Danny,Davis,D,IL,7,M,202-225-5006,http://www.davis.house.gov,https://davis.house.gov/email-me,0B9oZ9Poh4Y5NM2RvSEJqUW1xNXc,D000096,233,H4IL07037,400093,N00004884,RepDannyDavis,http://www.opencongress.org/wiki/Danny_Davis,http://youtube.com/dannykdavis07,9/6/1941,Rep.Davis@opencongress.org
Rep,Peter,DeFazio,D,OR,4,M,202-225-6416,http://defazio.house.gov,https://defazio.house.gov/contact/email-me,0B9oZ9Poh4Y5NYlBWU2VCbXYwUm8,D000191,27037,H6OR04047,400100,N00007781,RepPeterDeFazio,http://www.opencongress.org/wiki/Peter_DeFazio,http://youtube.com/PeterDeFazio,5/27/1947,Rep.Defazio@opencongress.org
Rep,Diana,DeGette,D,CO,1,F,202-225-4431,http://degette.house.gov,https://degette.house.gov/contact/send-me-an-email/email-me,0B9oZ9Poh4Y5Najl6c2tISGx0eTQ,D000197,561,H6CO01141,400101,N00006134,RepDianaDeGette,http://www.opencongress.org/wiki/Diana_DeGette,http://youtube.com/RepDianaDeGette,7/29/1957,Rep.Degette@opencongress.org
Rep,Rosa,DeLauro,D,CT,3,F,202-225-3661,http://delauro.house.gov,https://forms.house.gov/delauro/webforms/contact_form_email.shtml,0B9oZ9Poh4Y5Nak94ekFSSVlUODQ,D000216,26788,H0CT03072,400103,N00000615,RosaDeLauro,http://www.opencongress.org/wiki/Rosa_DeLauro,http://youtube.com/rosadelauro,3/2/1943,Rep.Delauro@opencongress.org
Rep,John,Dingell,D,MI,12,M,202-225-4071,http://dingell.house.gov,https://dingell.house.gov/contact-me/email-me,0B9oZ9Poh4Y5Na0dEU1ZYQW1DQVE,D000355,26917,H6MI16034,400110,N00001783,John_Dingell,http://www.opencongress.org/wiki/John_Dingell,,7/8/1926,Rep.Dingell@opencongress.org
Rep,Lloyd,Doggett,D,TX,35,M,202-225-4865,http://doggett.house.gov,https://forms.house.gov/doggett/webforms/issue_subscribe.htm,0B9oZ9Poh4Y5Na2MzSEpYWlNIczg,D000399,21689,H4TX10028,400111,N00006023,RepLloydDoggett,http://www.opencongress.org/wiki/Lloyd_Doggett,http://youtube.com/doggett,10/6/1946,Rep.Doggett@opencongress.org
Rep,Michael,Doyle,D,PA,14,M,202-225-2135,http://doyle.house.gov,https://doyle.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NUExBUVFhSXFfZ1k,D000482,21853,H4PA18131,400114,N00001373,USRepMikeDoyle,http://www.opencongress.org/wiki/Michael_Doyle,http://youtube.com/CongressmanDoyle,8/5/1953,Rep.Doyle@opencongress.org
Rep,John,Duncan,R,TN,2,M,202-225-5435,http://duncan.house.gov,https://duncan.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NU2xUdFRjNG5rTXM,D000533,27069,H8TN02069,400116,N00003209,RepJohnDuncanJr,http://www.opencongress.org/wiki/John_Duncan,http://youtube.com/RepJohnDuncan,7/21/1947,Rep.Duncan@opencongress.org
Sen,Richard,Durbin,D,IL,Senior Seat,M,202-224-2152,http://www.durbin.senate.gov,http://www.durbin.senate.gov/public/index.cfm/contact,0B9oZ9Poh4Y5NT3BjTXlGcXJtYXM,D000563,26847,S6IL00151,300038,N00004981,SenatorDurbin,http://www.opencongress.org/wiki/Richard_Durbin,http://youtube.com/SenatorDurbin,11/21/1944,Sen.Durbin@opencongress.org
Rep,Susan,Davis,D,CA,53,F,202-225-2040,http://www.house.gov/susandavis,https://susandavisforms.house.gov/forms/writeyourrep/,0B9oZ9Poh4Y5NTExWRXhuM2YxSlU,D000598,8168,H0CA49055,400097,N00009604,RepSusanDavis,http://www.opencongress.org/wiki/Susan_Davis,,4/13/1944,Rep.Www@opencongress.org
Rep,Mario,Diaz-Balart,R,FL,25,M,202-225-4211,http://mariodiazbalart.house.gov,http://mariodiazbalart.house.gov/contact-mario/write-rep-diaz-balart,0B9oZ9Poh4Y5NZk9LcEdLR0xaRXM,D000600,24312,H2FL25018,400108,N00025337,MarioDB,http://www.opencongress.org/wiki/Mario_Diaz-Balart,http://youtube.com/MarioDiazBalart,9/25/1961,Rep.Mariodiazbalart@opencongress.org
Rep,Charles,Dent,R,PA,15,M,202-225-6411,http://dent.house.gov,https://dent.house.gov/?p=ContactForm,0B9oZ9Poh4Y5NUEFsaVRNck1TeHc,D000604,9121,H4PA15087,400648,N00026171,,http://www.opencongress.org/wiki/Charles_Dent,http://youtube.com/CongressmanDent,5/24/1960,Rep.Dent@opencongress.org
Sen,Joe,Donnelly,D,IN,Junior Seat,M,202-224-4814,http://www.donnelly.senate.gov,http://www.donnelly.senate.gov/contact/email-joe,0B9oZ9Poh4Y5NZG02SkVqUTVHd0U,D000607,34212,H4IN02101,412205,N00026586,SenDonnelly,http://www.opencongress.org/wiki/Joe_Donnelly,http://youtube.com/sendonnelly,9/28/1955,Sen.Donnelly@opencongress.org
Rep,Theodore,Deutch,D,FL,21,M,202-225-3001,http://teddeutch.house.gov,https://teddeutch.house.gov/forms/writeyourrep/default.aspx,0B9oZ9Poh4Y5NVkVrS0ZkMmJLNlk,D000610,67151,H0FL19080,412385,N00031317,RepTedDeutch,http://www.opencongress.org/wiki/Ted_Deutch,http://youtube.com/congressmanteddeutch,5/7/1966,Rep.Teddeutch@opencongress.org
Rep,Jeff,Denham,R,CA,10,M,202-225-4540,http://denham.house.gov,https://denham.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NbVphNlBNYTlJSVU,D000612,28769,H0CA19173,412403,N00031593,RepJeffDenham,http://www.opencongress.org/wiki/Jeff_Denham,http://youtube.com/repjeffdenham,7/29/1967,Rep.Denham@opencongress.org
Rep,Sean,Duffy,R,WI,7,M,202-225-3365,http://duffy.house.gov,http://duffy.house.gov/contact,0B9oZ9Poh4Y5NT1Rsd0lOSlpERzQ,D000614,126238,H0WI07051,412488,N00030967,RepSeanDuffy,http://www.opencongress.org/wiki/Sean_Duffy,http://youtube.com/RepSeanDuffy,10/3/1971,Rep.Duffy@opencongress.org
Rep,Jeff,Duncan,R,SC,3,M,202-225-5301,http://jeffduncan.house.gov,https://jeffduncan.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NU2MzNHQyN3pMeUE,D000615,47967,H0SC03077,412472,N00030752,RepJeffDuncan,http://www.opencongress.org/wiki/Jeff_Duncan,http://youtube.com/congjeffduncan,1/7/1966,Rep.Jeffduncan@opencongress.org
Rep,Scott,DesJarlais,R,TN,4,M,202-225-6831,http://desjarlais.house.gov,http://desjarlais.house.gov/contact/email-me,0B9oZ9Poh4Y5Nb0E1MElXc2xzQUE,D000616,123473,H0TN04195,412477,N00030957,DesJarlaisTN04,http://www.opencongress.org/wiki/Scott_Desjarlais,http://youtube.com/ScottDesJarlaisTN04,2/21/1964,Rep.Desjarlais@opencongress.org
Rep,Suzan,DelBene,D,WA,1,F,202-225-6311,http://delbene.house.gov,http://delbene.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NY2pfN25qeEgyRDQ,D000617,126272,H0WA08046,412505,N00030693,RepDelBene,,,2/17/1962,Rep.Delbene@opencongress.org
Rep,Steve,Daines,R,MT,0,M,202-225-3211,http://daines.house.gov,https://daines.house.gov/email-me,0B9oZ9Poh4Y5Nc1JkdEVISG9QTjg,D000618,135720,H2MT01060,412549,N00033054,SteveDaines,,http://youtube.com/SteveDainesMT,8/20/1962,Rep.Daines@opencongress.org
Rep,Rodney,Davis,R,IL,13,M,202-225-2371,http://rodneydavis.house.gov,https://rodneydavisforms.house.gov/contact/,0B9oZ9Poh4Y5NSTVOREJ5Yl9lRzA,D000619,9622,H2IL13120,412536,N00034784,RodneyDavis,,http://youtube.com/RepRodneyDavis,1/5/1970,Rep.Rodneydavis@opencongress.org
Rep,John,Delaney,D,MD,6,M,202-225-2721,http://delaney.house.gov,https://delaney.house.gov/contact/email-me,0B9oZ9Poh4Y5NRHRaVWprbGh3bWc,D000620,135143,H2MD06195,412544,N00033897,RepJohnDelaney,,http://youtube.com/repjohndelaney,4/16/1963,Rep.Delaney@opencongress.org
Rep,Ron,DeSantis,R,FL,6,M,202-225-2706,http://desantis.house.gov,https://desantis.house.gov/contact/email-me,0B9oZ9Poh4Y5NcDNVOFluOVh1UUE,D000621,137630,H2FL00292,412526,N00034746,RepDeSantis,,http://youtube.com/RepRonDeSantis,9/14/1978,Rep.Desantis@opencongress.org
Rep,Tammy,Duckworth,D,IL,8,F,202-225-3711,http://duckworth.house.gov,https://duckworth.house.gov/contact/email-me,0B9oZ9Poh4Y5NRm5GSmIxQjJMdnc,D000622,57442,H6IL06141,412533,N00027860,RepDuckworth,,http://youtube.com/repduckworth,3/12/1968,Rep.Duckworth@opencongress.org
Rep,Eliot,Engel,D,NY,16,M,202-225-2464,http://engel.house.gov,https://engel.house.gov/write-your-rep1,0B9oZ9Poh4Y5NRGl0MW9yay1HZ28,E000179,26972,H8NY19058,400122,N00001003,RepEliotEngel,http://www.opencongress.org/wiki/Eliot_Engel,http://youtube.com/engel2161,2/18/1947,Rep.Engel@opencongress.org
Rep,Anna,Eshoo,D,CA,18,F,202-225-8104,http://eshoo.house.gov,https://eshoo.house.gov/email-me/,0B9oZ9Poh4Y5NcDNNLTlGaERjdk0,E000215,26741,H8CA12098,400124,N00007335,RepAnnaEshoo,http://www.opencongress.org/wiki/Anna_Eshoo,http://youtube.com/RepAnnaEshoo,12/13/1942,Rep.Eshoo@opencongress.org
Sen,Michael,Enzi,R,WY,Senior Seat,M,202-224-3424,http://www.enzi.senate.gov,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,0B9oZ9Poh4Y5NVGs1TkUwV2I4N1k,E000285,558,S6WY00126,300041,N00006249,SenatorEnzi,http://www.opencongress.org/wiki/Michael_Enzi,http://youtube.com/senatorenzi,2/1/1944,Sen.Enzi@opencongress.org
Rep,Keith,Ellison,D,MN,5,M,202-225-4755,http://ellison.house.gov,http://ellison.house.gov/contact,0B9oZ9Poh4Y5NVDZ6eExqTGtBdVU,E000288,38982,H6MN05183,412215,N00028257,KeithEllison,http://www.opencongress.org/wiki/Keith_Ellison,http://youtube.com/RepKeithEllison,8/4/1963,Rep.Ellison@opencongress.org
Rep,Donna,Edwards,D,MD,4,F,202-225-8699,http://donnaedwards.house.gov,https://forms.house.gov/formdonnaedwards/issue_subscribe.shtml,0B9oZ9Poh4Y5NY2plRFExY3NwR1k,E000290,65085,H6MD04183,412263,N00028249,RepDonnaEdwards,http://www.opencongress.org/wiki/Donna_Edwards,http://youtube.com/RepDonnaFEdwards,6/28/1958,Rep.Donnaedwards@opencongress.org
Rep,Renee,Ellmers,R,NC,2,F,202-225-4531,http://ellmers.house.gov,https://ellmersforms.house.gov/contact-us1,0B9oZ9Poh4Y5NRmt4Vnh3XzljQVk,E000291,120897,H0NC02059,412457,N00031513,RepReneeEllmers,http://www.opencongress.org/wiki/Renee_Ellmers,http://youtube.com/repreneeellmers,2/9/1964,Rep.Ellmers@opencongress.org
Rep,William,Enyart,D,IL,12,M,202-225-5661,http://enyart.house.gov,http://enyart.house.gov/contact,0B9oZ9Poh4Y5NTGpaZkpYQzVDUVk,E000292,110744,H2IL12122,412535,N00034884,RepBillEnyart,,http://youtube.com/CongBillEnyart,9/22/1949,Rep.Enyart@opencongress.org
Rep,Elizabeth,Esty,D,CT,5,F,202-225-4476,http://esty.house.gov,http://esty.house.gov/contact,0B9oZ9Poh4Y5NRGdKUkVzVkNJWUk,E000293,72826,H2CT05131,412524,N00033217,RepEsty,,http://youtube.com/RepEsty,8/25/1959,Rep.Esty@opencongress.org
Del,Eni,Faleomavaega,D,AS,0,M,202-225-8577,http://faleomavaega.house.gov,https://faleomavaega.house.gov/contact/email-me,0B9oZ9Poh4Y5NMDFEVTJ0am9Nb2s,F000010,774,H0AS00018,400128,N00007632,EFaleomavaega,http://www.opencongress.org/wiki/Eni_Faleomavaega,,8/15/1943,Rep.Faleomavaega@opencongress.org
Rep,Sam,Farr,D,CA,20,M,202-225-2861,http://www.farr.house.gov,https://forms.house.gov/farr/webforms/issue_subscribe.html,0B9oZ9Poh4Y5NRGFSemRkNVZ4MUk,F000030,26745,H4CA17021,400129,N00007312,RepSamFarr,http://www.opencongress.org/wiki/Sam_Farr,http://youtube.com/CongressmanSamFarr,7/4/1941,Rep.Farr@opencongress.org
Rep,Chaka,Fattah,D,PA,2,M,202-225-4001,http://fattah.house.gov,https://fattahforms.house.gov/contact-rep-fattah,0B9oZ9Poh4Y5Nel8wOG5EeG5wVG8,F000043,21850,H2PA02055,400130,N00001746,ChakaFattah,http://www.opencongress.org/wiki/Chaka_Fattah,http://youtube.com/ChakaFattah,11/21/1956,Rep.Fattah@opencongress.org
Sen,Dianne,Feinstein,D,CA,Senior Seat,F,202-224-3841,http://www.feinstein.senate.gov,https://www.feinstein.senate.gov/public/index.cfm/e-mail-me,0B9oZ9Poh4Y5NM0FaQ2U2NmhRYkk,F000062,53273,S0CA00199,300043,N00007364,SenFeinstein,http://www.opencongress.org/wiki/Dianne_Feinstein,http://youtube.com/SenatorFeinstein,6/22/1933,Sen.Feinstein@opencongress.org
